application_id,candidate_id,job_id,referred,gender,ethnicity,education_level,age,university_rank,years_experience,ai_screening,recruiter_id,rec_screening,rec_gender,rec_ethnicity,rec_age,rec_education_level,rec_university_rank,tech_interview_score,tech_screening,management_screening
2285,1143,5,0,Female,Hispanic,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2286,1143,6,0,Female,Hispanic,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2287,1144,7,0,Female,White,Master,25,Tier 3,5,0,0,,,,,,,,,
2288,1144,8,0,Female,White,Master,25,Tier 3,5,0,0,,,,,,,,,
2289,1145,9,1,Female,Hispanic,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
2290,1145,10,1,Female,Hispanic,Bachelor,23,Tier 2,0,1,0,0,,,,,,,,
2291,1146,11,1,Female,Asian,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2292,1146,12,0,Female,Asian,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2293,1147,13,0,Male,Prefer not to say,Bachelor,22,Tier 2,1,0,0,,,,,,,,,
2294,1147,14,0,Male,Prefer not to say,Bachelor,22,Tier 2,1,0,0,,,,,,,,,
2295,1148,15,0,Male,Hispanic,PhD,35,Tier 2,4,0,0,,,,,,,,,
2296,1148,16,1,Male,Hispanic,PhD,35,Tier 2,4,1,6,1,Male,White,33,Master,Tier 1,58,0,
2297,1149,17,0,Female,Asian,Bachelor,44,Tier 2,11,0,0,,,,,,,,,
2298,1149,18,0,Female,Asian,Bachelor,44,Tier 2,11,0,0,,,,,,,,,
2299,1150,19,0,Female,Asian,Bachelor,51,Tier 3,7,0,0,,,,,,,,,
2300,1150,20,0,Female,Asian,Bachelor,51,Tier 3,7,0,0,,,,,,,,,
2301,1151,1,0,Female,Prefer not to say,Bachelor,25,Tier 3,4,0,0,,,,,,,,,
2302,1151,2,0,Female,Prefer not to say,Bachelor,25,Tier 3,4,0,0,,,,,,,,,
2303,1152,3,0,Male,Asian,Master,31,Tier 3,4,0,0,,,,,,,,,
2304,1152,4,0,Male,Asian,Master,31,Tier 3,4,0,0,,,,,,,,,
2305,1153,5,0,Other,Hispanic,Bachelor,23,Tier 1,0,0,0,,,,,,,,,
2306,1153,6,1,Other,Hispanic,Bachelor,23,Tier 1,0,0,0,,,,,,,,,
2307,1154,7,1,Female,Hispanic,Bachelor,21,Tier 2,1,0,0,,,,,,,,,
2308,1154,8,0,Female,Hispanic,Bachelor,21,Tier 2,1,0,0,,,,,,,,,
2309,1155,9,1,Other,Black,Master,24,Tier 3,0,0,0,,,,,,,,,
2310,1155,10,0,Other,Black,Master,24,Tier 3,0,0,0,,,,,,,,,
2311,1156,11,0,Female,Black,Master,28,Tier 3,3,0,0,,,,,,,,,
2312,1156,12,0,Female,Black,Master,28,Tier 3,3,0,0,,,,,,,,,
2313,1157,13,1,Female,White,Master,36,Tier 2,5,0,0,,,,,,,,,
2314,1157,14,0,Female,White,Master,36,Tier 2,5,0,0,,,,,,,,,
2315,1158,15,0,Male,Black,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2316,1158,16,0,Male,Black,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2317,1159,17,0,Female,Prefer not to say,Master,26,Tier 3,5,1,0,0,,,,,,,,
2318,1159,18,0,Female,Prefer not to say,Master,26,Tier 3,5,1,0,0,,,,,,,,
2319,1160,19,0,Male,Hispanic,Master,26,Tier 2,3,0,0,,,,,,,,,
2320,1160,20,1,Male,Hispanic,Master,26,Tier 2,3,0,0,,,,,,,,,
2321,1161,1,1,Female,Hispanic,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2322,1161,2,1,Female,Hispanic,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2323,1162,3,1,Other,Hispanic,Master,24,Tier 2,0,0,0,,,,,,,,,
2324,1162,4,0,Other,Hispanic,Master,24,Tier 2,0,0,0,,,,,,,,,
2325,1163,5,0,Female,Asian,Master,27,Tier 2,5,0,0,,,,,,,,,
2326,1163,6,0,Female,Asian,Master,27,Tier 2,5,0,0,,,,,,,,,
2327,1164,7,0,Male,Other,Bachelor,23,Tier 3,1,1,0,0,,,,,,,,
2328,1164,8,0,Male,Other,Bachelor,23,Tier 3,1,0,0,,,,,,,,,
2329,1165,9,0,Prefer not to say,Hispanic,Bachelor,46,Tier 3,10,0,0,,,,,,,,,
2330,1165,10,0,Prefer not to say,Hispanic,Bachelor,46,Tier 3,10,0,0,,,,,,,,,
2331,1166,11,1,Female,Asian,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2332,1166,12,0,Female,Asian,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2333,1167,13,0,Other,Other,Master,41,Tier 2,10,0,0,,,,,,,,,
2334,1167,14,1,Other,Other,Master,41,Tier 2,10,0,0,,,,,,,,,
2335,1168,15,0,Male,Hispanic,Bachelor,38,Tier 3,5,1,0,0,,,,,,,,
2336,1168,16,0,Male,Hispanic,Bachelor,38,Tier 3,5,0,0,,,,,,,,,
2337,1169,17,0,Prefer not to say,White,Bachelor,51,Tier 1,8,0,0,,,,,,,,,
2338,1169,18,0,Prefer not to say,White,Bachelor,51,Tier 1,8,0,0,,,,,,,,,
2339,1170,19,0,Female,Hispanic,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2340,1170,20,0,Female,Hispanic,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2341,1171,1,1,Female,Other,Master,42,Tier 2,10,0,0,,,,,,,,,
2342,1171,2,0,Female,Other,Master,42,Tier 2,10,0,0,,,,,,,,,
2343,1172,3,1,Male,White,Master,28,Tier 2,5,0,0,,,,,,,,,
2344,1172,4,0,Male,White,Master,28,Tier 2,5,1,3,1,Female,White,46,Master,Tier 1,76,0,
2345,1173,5,1,Male,Other,Bachelor,23,Tier 3,0,1,0,0,,,,,,,,
2346,1173,6,0,Male,Other,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2347,1174,7,0,Female,Black,Bachelor,21,Tier 1,1,0,0,,,,,,,,,
2348,1174,8,0,Female,Black,Bachelor,21,Tier 1,1,0,0,,,,,,,,,
2349,1175,9,0,Other,Hispanic,Bachelor,54,Tier 3,10,0,0,,,,,,,,,
2350,1175,10,1,Other,Hispanic,Bachelor,54,Tier 3,10,0,0,,,,,,,,,
2351,1176,11,0,Male,White,Master,24,Tier 1,0,1,4,1,Male,Other,35,Master,Tier 1,63,0,
2352,1176,12,1,Male,White,Master,24,Tier 1,0,0,0,,,,,,,,,
2353,1177,13,1,Male,Asian,Master,26,Tier 3,4,0,0,,,,,,,,,
2354,1177,14,0,Male,Asian,Master,26,Tier 3,4,0,0,,,,,,,,,
2355,1178,15,1,Female,Prefer not to say,Bachelor,28,Tier 3,1,0,0,,,,,,,,,
2356,1178,16,0,Female,Prefer not to say,Bachelor,28,Tier 3,1,0,0,,,,,,,,,
2357,1179,17,0,Other,Asian,Bachelor,32,Tier 3,5,0,0,,,,,,,,,
2358,1179,18,1,Other,Asian,Bachelor,32,Tier 3,5,0,0,,,,,,,,,
2359,1180,19,0,Prefer not to say,White,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2360,1180,20,0,Prefer not to say,White,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2361,1181,1,0,Female,Black,Bachelor,48,Tier 3,9,0,0,,,,,,,,,
2362,1181,2,1,Female,Black,Bachelor,48,Tier 3,9,0,0,,,,,,,,,
2363,1182,3,1,Male,Prefer not to say,Bachelor,27,Tier 3,0,1,0,0,,,,,,,,
2364,1182,4,0,Male,Prefer not to say,Bachelor,27,Tier 3,0,1,0,0,,,,,,,,
2365,1183,5,0,Male,Asian,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2366,1183,6,0,Male,Asian,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2367,1184,7,1,Other,Prefer not to say,Bachelor,23,Tier 3,1,0,0,,,,,,,,,
2368,1184,8,0,Other,Prefer not to say,Bachelor,23,Tier 3,1,0,0,,,,,,,,,
2369,1185,9,0,Male,Prefer not to say,Master,24,Tier 3,0,1,3,1,Female,White,46,Master,Tier 1,73,0,
2370,1185,10,1,Male,Prefer not to say,Master,24,Tier 3,0,0,0,,,,,,,,,
2371,1186,11,0,Male,Black,Bachelor,22,Tier 2,0,1,0,0,,,,,,,,
2372,1186,12,0,Male,Black,Bachelor,22,Tier 2,0,1,0,0,,,,,,,,
2373,1187,13,0,Other,White,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2374,1187,14,0,Other,White,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2375,1188,15,0,Female,Black,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2376,1188,16,0,Female,Black,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2377,1189,17,1,Male,White,Bachelor,21,Tier 1,0,1,0,0,,,,,,,,
2378,1189,18,0,Male,White,Bachelor,21,Tier 1,0,0,0,,,,,,,,,
2379,1190,19,0,Female,Prefer not to say,Master,26,Tier 3,3,0,0,,,,,,,,,
2380,1190,20,1,Female,Prefer not to say,Master,26,Tier 3,3,0,0,,,,,,,,,
2381,1191,1,0,Female,Other,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2382,1191,2,0,Female,Other,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2383,1192,3,0,Prefer not to say,Black,Bachelor,27,Tier 3,3,0,0,,,,,,,,,
2384,1192,4,1,Prefer not to say,Black,Bachelor,27,Tier 3,3,1,0,0,,,,,,,,
2385,1193,5,0,Prefer not to say,White,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
2386,1193,6,1,Prefer not to say,White,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
2387,1194,7,0,Male,Other,Bachelor,22,Tier 2,0,1,0,0,,,,,,,,
2388,1194,8,1,Male,Other,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2389,1195,9,1,Other,Asian,Master,24,Tier 3,0,0,0,,,,,,,,,
2390,1195,10,1,Other,Asian,Master,24,Tier 3,0,0,0,,,,,,,,,
2391,1196,11,1,Female,Asian,Master,26,Tier 3,1,1,0,0,,,,,,,,
2392,1196,12,0,Female,Asian,Master,26,Tier 3,1,0,0,,,,,,,,,
2393,1197,13,0,Male,Black,Master,24,Tier 3,1,0,0,,,,,,,,,
2394,1197,14,0,Male,Black,Master,24,Tier 3,1,1,0,0,,,,,,,,
2395,1198,15,1,Female,Asian,Master,28,Tier 3,5,1,4,1,Male,Other,35,Master,Tier 1,73,0,
2396,1198,16,0,Female,Asian,Master,28,Tier 3,5,0,0,,,,,,,,,
2397,1199,17,1,Male,Hispanic,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
2398,1199,18,0,Male,Hispanic,Bachelor,21,Tier 2,0,1,7,1,Female,Asian,49,PhD,Tier 3,62,0,
2399,1200,19,0,Male,Hispanic,Master,25,Tier 2,0,0,0,,,,,,,,,
2400,1200,20,1,Male,Hispanic,Master,25,Tier 2,0,1,0,0,,,,,,,,
2401,1201,1,1,Female,Prefer not to say,Bachelor,21,Tier 3,2,0,0,,,,,,,,,
2402,1201,2,0,Female,Prefer not to say,Bachelor,21,Tier 3,2,0,0,,,,,,,,,
2403,1202,3,0,Male,Asian,Bachelor,28,Tier 3,4,1,6,1,Male,White,33,Master,Tier 1,89,0,
2404,1202,4,1,Male,Asian,Bachelor,28,Tier 3,4,0,0,,,,,,,,,
2405,1203,5,0,Female,Asian,Bachelor,46,Tier 3,10,0,0,,,,,,,,,
2406,1203,6,0,Female,Asian,Bachelor,46,Tier 3,10,1,0,0,,,,,,,,
2407,1204,7,1,Other,Prefer not to say,Master,26,Tier 1,0,0,0,,,,,,,,,
2408,1204,8,0,Other,Prefer not to say,Master,26,Tier 1,0,1,0,0,,,,,,,,
2409,1205,9,0,Other,Black,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2410,1205,10,0,Other,Black,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2411,1206,11,0,Female,Black,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
2412,1206,12,0,Female,Black,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
2413,1207,13,0,Male,Black,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2414,1207,14,0,Male,Black,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2415,1208,15,0,Male,Other,Master,46,Tier 2,8,0,0,,,,,,,,,
2416,1208,16,0,Male,Other,Master,46,Tier 2,8,0,0,,,,,,,,,
2417,1209,17,0,Male,Other,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2418,1209,18,1,Male,Other,Bachelor,21,Tier 3,0,1,0,0,,,,,,,,
2419,1210,19,0,Prefer not to say,Black,Bachelor,22,Tier 2,1,0,0,,,,,,,,,
2420,1210,20,0,Prefer not to say,Black,Bachelor,22,Tier 2,1,0,0,,,,,,,,,
2421,1211,1,0,Female,Asian,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2422,1211,2,0,Female,Asian,Bachelor,21,Tier 3,0,1,0,0,,,,,,,,
2423,1212,3,0,Female,Other,PhD,55,Tier 3,11,0,0,,,,,,,,,
2424,1212,4,1,Female,Other,PhD,55,Tier 3,11,0,0,,,,,,,,,
2425,1213,5,0,Male,Other,PhD,50,Tier 3,10,0,0,,,,,,,,,
2426,1213,6,0,Male,Other,PhD,50,Tier 3,10,0,0,,,,,,,,,
2427,1214,7,0,Male,Black,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2428,1214,8,0,Male,Black,Bachelor,22,Tier 3,0,1,0,0,,,,,,,,
2429,1215,9,0,Male,Other,Bachelor,23,Tier 2,2,0,0,,,,,,,,,
2430,1215,10,0,Male,Other,Bachelor,23,Tier 2,2,0,0,,,,,,,,,
2431,1216,11,0,Female,Black,Bachelor,26,Tier 2,1,0,0,,,,,,,,,
2432,1216,12,1,Female,Black,Bachelor,26,Tier 2,1,0,0,,,,,,,,,
2433,1217,13,0,Male,Prefer not to say,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
2434,1217,14,0,Male,Prefer not to say,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
2435,1218,15,0,Male,Hispanic,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2436,1218,16,0,Male,Hispanic,Bachelor,22,Tier 2,0,1,0,0,,,,,,,,
2437,1219,17,0,Other,Asian,Bachelor,36,Tier 3,6,0,0,,,,,,,,,
2438,1219,18,0,Other,Asian,Bachelor,36,Tier 3,6,0,0,,,,,,,,,
2439,1220,19,1,Female,Hispanic,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2440,1220,20,0,Female,Hispanic,Bachelor,22,Tier 3,0,0,0,,,,,,,,,
2441,1221,1,0,Male,Black,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2442,1221,2,1,Male,Black,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2443,1222,3,1,Female,Black,Master,28,Tier 3,5,1,0,0,,,,,,,,
2444,1222,4,0,Female,Black,Master,28,Tier 3,5,0,0,,,,,,,,,
2445,1223,5,0,Other,White,Bachelor,36,Tier 3,4,0,0,,,,,,,,,
2446,1223,6,1,Other,White,Bachelor,36,Tier 3,4,0,0,,,,,,,,,
2447,1224,7,0,Male,Hispanic,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2448,1224,8,0,Male,Hispanic,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2449,1225,9,0,Female,Black,Master,24,Tier 3,2,0,0,,,,,,,,,
2450,1225,10,1,Female,Black,Master,24,Tier 3,2,0,0,,,,,,,,,
2451,1226,11,0,Male,Other,Master,47,Tier 3,7,0,0,,,,,,,,,
2452,1226,12,0,Male,Other,Master,47,Tier 3,7,0,0,,,,,,,,,
2453,1227,13,1,Female,Asian,Master,27,Tier 2,1,1,0,0,,,,,,,,
2454,1227,14,0,Female,Asian,Master,27,Tier 2,1,0,0,,,,,,,,,
2455,1228,15,1,Male,Other,Bachelor,31,Tier 2,5,1,0,0,,,,,,,,
2456,1228,16,0,Male,Other,Bachelor,31,Tier 2,5,0,0,,,,,,,,,
2457,1229,17,0,Other,White,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2458,1229,18,0,Other,White,Bachelor,21,Tier 3,0,1,10,1,Male,Black,41,Master,Tier 2,44,0,
2459,1230,19,0,Female,Asian,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
2460,1230,20,0,Female,Asian,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
2461,1231,1,0,Female,Hispanic,Bachelor,50,Tier 3,5,0,0,,,,,,,,,
2462,1231,2,0,Female,Hispanic,Bachelor,50,Tier 3,5,0,0,,,,,,,,,
2463,1232,3,1,Female,Hispanic,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2464,1232,4,0,Female,Hispanic,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2465,1233,5,1,Other,Other,Master,46,Tier 3,10,0,0,,,,,,,,,
2466,1233,6,0,Other,Other,Master,46,Tier 3,10,0,0,,,,,,,,,
2467,1234,7,1,Female,Other,Bachelor,23,Tier 1,0,0,0,,,,,,,,,
2468,1234,8,1,Female,Other,Bachelor,23,Tier 1,0,0,0,,,,,,,,,
2469,1235,9,1,Male,Asian,Bachelor,41,Tier 3,5,0,0,,,,,,,,,
2470,1235,10,0,Male,Asian,Bachelor,41,Tier 3,5,0,0,,,,,,,,,
2471,1236,11,0,Male,Asian,Master,33,Tier 2,8,1,0,0,,,,,,,,
2472,1236,12,0,Male,Asian,Master,33,Tier 2,8,0,0,,,,,,,,,
2473,1237,13,0,Prefer not to say,Prefer not to say,Master,28,Tier 2,5,0,0,,,,,,,,,
2474,1237,14,0,Prefer not to say,Prefer not to say,Master,28,Tier 2,5,1,0,0,,,,,,,,
2475,1238,15,1,Prefer not to say,White,Bachelor,47,Tier 3,7,0,0,,,,,,,,,
2476,1238,16,1,Prefer not to say,White,Bachelor,47,Tier 3,7,0,0,,,,,,,,,
2477,1239,17,1,Other,Prefer not to say,Bachelor,23,Tier 2,2,0,0,,,,,,,,,
2478,1239,18,1,Other,Prefer not to say,Bachelor,23,Tier 2,2,0,0,,,,,,,,,
2479,1240,19,0,Male,Hispanic,Bachelor,39,Tier 3,9,0,0,,,,,,,,,
2480,1240,20,1,Male,Hispanic,Bachelor,39,Tier 3,9,0,0,,,,,,,,,
2481,1241,1,1,Male,Hispanic,Bachelor,22,Tier 3,0,1,8,1,Male,Other,51,Bachelor,Tier 2,44,0,
2482,1241,2,0,Male,Hispanic,Bachelor,22,Tier 3,0,1,9,1,Female,Hispanic,53,Master,Tier 2,82,0,
2483,1242,3,1,Male,White,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
2484,1242,4,1,Male,White,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
2485,1243,5,1,Female,Black,Bachelor,35,Tier 2,5,0,0,,,,,,,,,
2486,1243,6,0,Female,Black,Bachelor,35,Tier 2,5,1,5,1,Male,Black,53,Master,Tier 1,87,1,1
2487,1244,7,0,Male,Black,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2488,1244,8,0,Male,Black,Bachelor,23,Tier 3,0,1,7,1,Female,Asian,49,PhD,Tier 3,89,0,
2489,1245,9,1,Other,Asian,Master,54,Tier 3,5,0,0,,,,,,,,,
2490,1245,10,1,Other,Asian,Master,54,Tier 3,5,0,0,,,,,,,,,
2491,1246,11,0,Male,Asian,Bachelor,25,Tier 2,3,1,0,0,,,,,,,,
2492,1246,12,0,Male,Asian,Bachelor,25,Tier 2,3,0,0,,,,,,,,,
2493,1247,13,0,Female,Other,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2494,1247,14,1,Female,Other,Bachelor,22,Tier 2,0,1,0,0,,,,,,,,
2495,1248,15,0,Male,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2496,1248,16,0,Male,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2497,1249,17,0,Male,Hispanic,Bachelor,50,Tier 3,7,1,0,0,,,,,,,,
2498,1249,18,0,Male,Hispanic,Bachelor,50,Tier 3,7,0,0,,,,,,,,,
2499,1250,19,1,Female,White,Bachelor,34,Tier 2,8,0,0,,,,,,,,,
2500,1250,20,0,Female,White,Bachelor,34,Tier 2,8,1,0,0,,,,,,,,
2501,1251,1,1,Male,Prefer not to say,Master,25,Tier 2,2,0,0,,,,,,,,,
2502,1251,2,0,Male,Prefer not to say,Master,25,Tier 2,2,0,0,,,,,,,,,
2503,1252,3,0,Female,Black,Master,27,Tier 3,3,0,0,,,,,,,,,
2504,1252,4,0,Female,Black,Master,27,Tier 3,3,0,0,,,,,,,,,
2505,1253,5,0,Male,Other,Bachelor,26,Tier 3,4,1,0,0,,,,,,,,
2506,1253,6,1,Male,Other,Bachelor,26,Tier 3,4,0,0,,,,,,,,,
2507,1254,7,1,Female,Asian,Bachelor,43,Tier 1,7,0,0,,,,,,,,,
2508,1254,8,0,Female,Asian,Bachelor,43,Tier 1,7,0,0,,,,,,,,,
2509,1255,9,0,Male,Hispanic,Bachelor,34,Tier 3,7,1,0,0,,,,,,,,
2510,1255,10,0,Male,Hispanic,Bachelor,34,Tier 3,7,1,0,0,,,,,,,,
2511,1256,11,1,Male,Asian,Master,28,Tier 3,5,0,0,,,,,,,,,
2512,1256,12,0,Male,Asian,Master,28,Tier 3,5,0,0,,,,,,,,,
2513,1257,13,0,Male,Asian,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2514,1257,14,1,Male,Asian,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2515,1258,15,0,Female,Black,Bachelor,28,Tier 2,0,0,0,,,,,,,,,
2516,1258,16,0,Female,Black,Bachelor,28,Tier 2,0,0,0,,,,,,,,,
2517,1259,17,0,Male,Black,PhD,27,Tier 2,3,0,0,,,,,,,,,
2518,1259,18,0,Male,Black,PhD,27,Tier 2,3,0,0,,,,,,,,,
2519,1260,19,0,Female,Other,Master,24,Tier 3,0,0,0,,,,,,,,,
2520,1260,20,0,Female,Other,Master,24,Tier 3,0,0,0,,,,,,,,,
2521,1261,1,0,Male,White,Bachelor,53,Tier 3,8,0,0,,,,,,,,,
2522,1261,2,0,Male,White,Bachelor,53,Tier 3,8,0,0,,,,,,,,,
2523,1262,3,1,Prefer not to say,White,Master,28,Tier 2,3,0,0,,,,,,,,,
2524,1262,4,1,Prefer not to say,White,Master,28,Tier 2,3,0,0,,,,,,,,,
2525,1263,5,0,Prefer not to say,Asian,Bachelor,30,Tier 3,5,1,0,0,,,,,,,,
2526,1263,6,1,Prefer not to say,Asian,Bachelor,30,Tier 3,5,0,0,,,,,,,,,
2527,1264,7,0,Other,Other,Master,21,Tier 3,0,0,0,,,,,,,,,
2528,1264,8,1,Other,Other,Master,21,Tier 3,0,0,0,,,,,,,,,
2529,1265,9,0,Prefer not to say,Asian,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2530,1265,10,0,Prefer not to say,Asian,Bachelor,21,Tier 3,0,1,0,0,,,,,,,,
2531,1266,11,0,Prefer not to say,Black,Bachelor,44,Tier 3,7,0,0,,,,,,,,,
2532,1266,12,1,Prefer not to say,Black,Bachelor,44,Tier 3,7,0,0,,,,,,,,,
2533,1267,13,0,Male,White,Bachelor,44,Tier 2,7,0,0,,,,,,,,,
2534,1267,14,0,Male,White,Bachelor,44,Tier 2,7,0,0,,,,,,,,,
2535,1268,15,0,Male,Other,Bachelor,26,Tier 3,2,1,0,0,,,,,,,,
2536,1268,16,0,Male,Other,Bachelor,26,Tier 3,2,0,0,,,,,,,,,
2537,1269,17,0,Male,Hispanic,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
2538,1269,18,0,Male,Hispanic,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
2539,1270,19,0,Female,Prefer not to say,Master,25,Tier 3,1,1,0,0,,,,,,,,
2540,1270,20,0,Female,Prefer not to say,Master,25,Tier 3,1,1,0,0,,,,,,,,
2541,1271,1,0,Female,White,Master,28,Tier 3,1,0,0,,,,,,,,,
2542,1271,2,0,Female,White,Master,28,Tier 3,1,1,0,0,,,,,,,,
2543,1272,3,0,Male,Hispanic,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2544,1272,4,0,Male,Hispanic,Bachelor,23,Tier 3,0,1,0,0,,,,,,,,
2545,1273,5,0,Female,White,Bachelor,21,Tier 3,1,0,0,,,,,,,,,
2546,1273,6,0,Female,White,Bachelor,21,Tier 3,1,0,0,,,,,,,,,
2547,1274,7,0,Female,Asian,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2548,1274,8,0,Female,Asian,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2549,1275,9,0,Male,White,Master,28,Tier 3,2,1,0,0,,,,,,,,
2550,1275,10,0,Male,White,Master,28,Tier 3,2,0,0,,,,,,,,,
2551,1276,11,1,Female,Prefer not to say,Master,33,Tier 3,6,0,0,,,,,,,,,
2552,1276,12,0,Female,Prefer not to say,Master,33,Tier 3,6,1,0,0,,,,,,,,
2553,1277,13,1,Female,White,Bachelor,30,Tier 1,5,0,0,,,,,,,,,
2554,1277,14,1,Female,White,Bachelor,30,Tier 1,5,1,0,0,,,,,,,,
2555,1278,15,1,Female,White,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
2556,1278,16,0,Female,White,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
2557,1279,17,0,Female,White,Bachelor,29,Tier 2,4,0,0,,,,,,,,,
2558,1279,18,0,Female,White,Bachelor,29,Tier 2,4,0,0,,,,,,,,,
2559,1280,19,0,Female,White,Bachelor,34,Tier 3,3,0,0,,,,,,,,,
2560,1280,20,0,Female,White,Bachelor,34,Tier 3,3,0,0,,,,,,,,,
2561,1281,1,0,Female,Asian,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
2562,1281,2,0,Female,Asian,Bachelor,21,Tier 2,0,0,0,,,,,,,,,
2563,1282,3,0,Female,Hispanic,Bachelor,22,Tier 2,0,0,0,,,,,,,,,
2564,1282,4,0,Female,Hispanic,Bachelor,22,Tier 2,0,1,0,0,,,,,,,,
2565,1283,5,1,Female,Hispanic,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
2566,1283,6,0,Female,Hispanic,Bachelor,23,Tier 2,0,0,0,,,,,,,,,
2567,1284,7,0,Male,White,Bachelor,22,Tier 3,1,0,0,,,,,,,,,
2568,1284,8,0,Male,White,Bachelor,22,Tier 3,1,1,6,1,Male,White,33,Master,Tier 1,71,0,
2569,1285,9,0,Male,Hispanic,Master,26,Tier 2,4,0,0,,,,,,,,,
2570,1285,10,1,Male,Hispanic,Master,26,Tier 2,4,0,0,,,,,,,,,
2571,1286,11,0,Female,White,Master,41,Tier 3,7,1,0,0,,,,,,,,
2572,1286,12,0,Female,White,Master,41,Tier 3,7,0,0,,,,,,,,,
2573,1287,13,0,Female,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2574,1287,14,1,Female,White,Bachelor,23,Tier 3,0,0,0,,,,,,,,,
2575,1288,15,0,Male,White,Bachelor,34,Tier 1,8,1,0,0,,,,,,,,
2576,1288,16,0,Male,White,Bachelor,34,Tier 1,8,0,0,,,,,,,,,
2577,1289,17,0,Female,White,Bachelor,55,Tier 1,9,0,0,,,,,,,,,
2578,1289,18,0,Female,White,Bachelor,55,Tier 1,9,0,0,,,,,,,,,
2579,1290,19,0,Female,Prefer not to say,Bachelor,21,Tier 3,0,0,0,,,,,,,,,
2580,1290,20,1,Female,Prefer not to say,Bachelor,21,Tier 3,0,1,0,0,,,,,,,,
2581,1291,1,0,Prefer not to say,Asian,Master,25,Tier 2,4,0,0,,,,,,,,,
2582,1291,2,0,Prefer not to say,Asian,Master,25,Tier 2,4,1,0,0,,,,,,,,
