candidate_id,gender,ethnicity,education_level,age,university_rank,years_experience
1218,Male,Hispanic,Bachelor,22,Tier 2,0.0
1219,Other,Asian,Bachelor,36,Tier 3,6.0
1220,Female,Hispanic,Bachelor,22,Tier 3,0.0
1221,Male,Black,Bachelor,21,Tier 3,0.0
1222,Female,Black,Master,28,Tier 3,5.0
1223,Other,White,Bachelor,36,Tier 3,4.0
1224,Male,Hispanic,Bachelor,23,Tier 3,0.0
1225,Female,Black,Master,24,Tier 3,2.0
1226,Male,Other,Master,47,Tier 3,7.0
1227,Female,Asian,Master,27,Tier 2,1.0
1228,Male,Other,Bachelor,31,Tier 2,5.0
1229,Other,White,Bachelor,21,Tier 3,0.0
1230,Female,Asian,Bachelor,21,Tier 2,0.0
1231,Female,Hispanic,Bachelor,50,Tier 3,5.0
1232,Female,Hispanic,Bachelor,23,Tier 3,0.0
1233,Other,Other,Master,46,Tier 3,10.0
1234,Female,Other,Bachelor,23,Tier 1,0.0
1235,Male,Asian,Bachelor,41,Tier 3,5.0
1236,Male,Asian,Master,33,Tier 2,8.0
1237,Prefer not to say,Prefer not to say,Master,28,Tier 2,5.0
1238,Prefer not to say,White,Bachelor,47,Tier 3,7.0
1239,Other,Prefer not to say,Bachelor,23,Tier 2,2.0
1240,Male,Hispanic,Bachelor,39,Tier 3,9.0
1241,Male,Hispanic,Bachelor,22,Tier 3,0.0
1242,Male,White,Bachelor,23,Tier 2,0.0
1243,Female,Black,Bachelor,35,Tier 2,5.0
1244,Male,Black,Bachelor,23,Tier 3,0.0
1245,Other,Asian,Master,54,Tier 3,5.0
1246,Male,Asian,Bachelor,25,Tier 2,3.0
1247,Female,Other,Bachelor,22,Tier 2,0.0
1248,Male,White,Bachelor,23,Tier 3,0.0
1249,Male,Hispanic,Bachelor,50,Tier 3,7.0
1250,Female,White,Bachelor,34,Tier 2,8.0
1251,Male,Prefer not to say,Master,25,Tier 2,2.0
1252,Female,Black,Master,27,Tier 3,3.0
1253,Male,Other,Bachelor,26,Tier 3,4.0
1254,Female,Asian,Bachelor,43,Tier 1,7.0
1255,Male,Hispanic,Bachelor,34,Tier 3,7.0
1256,Male,Asian,Master,28,Tier 3,5.0
1257,Male,Asian,Bachelor,21,Tier 3,0.0
1258,Female,Black,Bachelor,28,Tier 2,0.0
1259,Male,Black,PhD,27,Tier 2,3.0
1260,Female,Other,Master,24,Tier 3,0.0
1261,Male,White,Bachelor,53,Tier 3,8.0
1262,Prefer not to say,White,Master,28,Tier 2,3.0
1263,Prefer not to say,Asian,Bachelor,30,Tier 3,5.0
1264,Other,Other,Master,21,Tier 3,0.0
1265,Prefer not to say,Asian,Bachelor,21,Tier 3,0.0
1266,Prefer not to say,Black,Bachelor,44,Tier 3,7.0
1267,Male,White,Bachelor,44,Tier 2,7.0
1268,Male,Other,Bachelor,26,Tier 3,2.0
1269,Male,Hispanic,Bachelor,22,Tier 3,1.0
1270,Female,Prefer not to say,Master,25,Tier 3,1.0
1271,Female,White,Master,28,Tier 3,1.0
1272,Male,Hispanic,Bachelor,23,Tier 3,0.0
1273,Female,White,Bachelor,21,Tier 3,1.0
1274,Female,Asian,Bachelor,22,Tier 2,0.0
1275,Male,White,Master,28,Tier 3,2.0
1276,Female,Prefer not to say,Master,33,Tier 3,6.0
1277,Female,White,Bachelor,30,Tier 1,5.0
1278,Female,White,Bachelor,22,Tier 3,1.0
1279,Female,White,Bachelor,29,Tier 2,4.0
1280,Female,White,Bachelor,34,Tier 3,3.0
1281,Female,Asian,Bachelor,21,Tier 2,0.0
1282,Female,Hispanic,Bachelor,22,Tier 2,0.0
1283,Female,Hispanic,Bachelor,23,Tier 2,0.0
1284,Male,White,Bachelor,22,Tier 3,1.0
1285,Male,Hispanic,Master,26,Tier 2,4.0
1286,Female,White,Master,41,Tier 3,7.0
1287,Female,White,Bachelor,23,Tier 3,0.0
1288,Male,White,Bachelor,34,Tier 1,8.0
1289,Female,White,Bachelor,55,Tier 1,9.0
1290,Female,Prefer not to say,Bachelor,21,Tier 3,0.0
1291,Prefer not to say,Asian,Master,25,Tier 2,4.0
1292,Male,Asian,Bachelor,22,Tier 3,1.0
1293,Male,Prefer not to say,Bachelor,22,Tier 3,0.0
1294,Prefer not to say,Black,Bachelor,22,Tier 3,2.0
1295,Female,Asian,Bachelor,23,Tier 3,0.0
1296,Prefer not to say,White,Bachelor,21,Tier 2,0.0
1297,Male,Hispanic,PhD,34,Tier 3,7.0
1298,Female,Hispanic,Bachelor,47,Tier 3,10.0
1299,Female,White,Bachelor,42,Tier 2,7.0
1300,Male,Other,Bachelor,22,Tier 1,0.0
1301,Male,Hispanic,Bachelor,21,Tier 3,0.0
1302,Female,Black,Master,25,Tier 2,2.0
1303,Female,Black,Bachelor,23,Tier 3,0.0
1304,Prefer not to say,White,Bachelor,23,Tier 1,0.0
1305,Male,Hispanic,Master,48,Tier 3,8.0
1306,Other,Other,Bachelor,21,Tier 1,2.0
1307,Male,Asian,Master,31,Tier 3,3.0
1308,Male,Asian,Bachelor,43,Tier 3,9.0
1309,Female,Black,PhD,44,Tier 3,7.0
1310,Male,White,Bachelor,22,Tier 3,0.0
1311,Other,Asian,Bachelor,23,Tier 2,2.0
1312,Other,Asian,Bachelor,21,Tier 1,2.0
1313,Female,White,Bachelor,23,Tier 3,0.0
1314,Female,Hispanic,Bachelor,22,Tier 3,0.0
1315,Male,Hispanic,Bachelor,22,Tier 3,0.0
1316,Female,White,Bachelor,21,Tier 3,1.0
1317,Female,Other,Bachelor,21,Tier 2,0.0
1318,Male,Other,Master,52,Tier 3,11.0
1319,Female,White,Bachelor,32,Tier 2,7.0
1320,Male,Prefer not to say,Bachelor,21,Tier 3,0.0
1321,Male,Asian,Master,45,Tier 2,9.0
1322,Male,Black,Master,25,Tier 1,5.0
1323,Male,White,Bachelor,22,Tier 3,0.0
1324,Male,White,Bachelor,21,Tier 3,0.0
1325,Male,White,Bachelor,21,Tier 3,0.0
1326,Female,Asian,Bachelor,50,Tier 3,12.0
1327,Male,Hispanic,Master,24,Tier 3,0.0
1328,Male,Other,Bachelor,23,Tier 2,0.0
1329,Female,Asian,Master,25,Tier 3,2.0
1330,Male,Asian,Bachelor,21,Tier 3,0.0
1331,Prefer not to say,Black,Master,25,Tier 3,3.0
1332,Female,Black,Bachelor,23,Tier 3,2.0
1333,Male,Black,Bachelor,52,Tier 3,10.0
1334,Male,White,Bachelor,23,Tier 3,0.0
1335,Male,Hispanic,Master,24,Tier 2,0.0
1336,Female,Black,Master,27,Tier 3,0.0
1337,Female,Hispanic,Master,28,Tier 3,4.0
1338,Other,Black,Bachelor,22,Tier 3,0.0
1339,Male,Other,Master,36,Tier 3,5.0
1340,Female,Hispanic,Bachelor,43,Tier 1,8.0
1341,Female,Hispanic,Bachelor,23,Tier 3,2.0
1342,Female,Hispanic,Bachelor,23,Tier 1,0.0
1343,Female,White,Bachelor,43,Tier 2,5.0
1344,Prefer not to say,Other,Bachelor,35,Tier 3,7.0
1345,Female,Hispanic,Bachelor,43,Tier 1,12.0
1346,Male,Hispanic,Master,26,Tier 3,5.0
1347,Prefer not to say,Asian,Bachelor,21,Tier 2,1.0
1348,Other,Other,Bachelor,22,Tier 3,0.0
1349,Other,Hispanic,Bachelor,22,Tier 3,0.0
1350,Male,Asian,Bachelor,23,Tier 3,0.0
1351,Female,Other,Master,25,Tier 1,3.0
1352,Male,Asian,Bachelor,32,Tier 2,6.0
1353,Male,White,Bachelor,22,Tier 3,0.0
1354,Female,Prefer not to say,Bachelor,22,Tier 2,1.0
1355,Male,White,Master,28,Tier 3,5.0
1356,Female,White,Master,26,Tier 3,5.0
1357,Male,Prefer not to say,Master,27,Tier 3,2.0
1358,Prefer not to say,Other,Bachelor,22,Tier 2,0.0
1359,Female,Other,Bachelor,23,Tier 3,0.0
1360,Female,Hispanic,Bachelor,22,Tier 3,1.0
1361,Prefer not to say,Black,Bachelor,21,Tier 3,2.0
1362,Prefer not to say,Black,Bachelor,21,Tier 3,0.0
1363,Male,Hispanic,Bachelor,29,Tier 3,5.0
1364,Female,Asian,Master,26,Tier 2,5.0
1365,Female,Hispanic,PhD,45,Tier 3,8.0
1366,Male,Black,Bachelor,53,Tier 3,6.0
1367,Male,White,Bachelor,22,Tier 3,0.0
1368,Male,Other,Bachelor,22,Tier 2,0.0
1369,Male,Black,Bachelor,22,Tier 3,0.0
1370,Other,Prefer not to say,Master,52,Tier 3,10.0
1371,Prefer not to say,Hispanic,Bachelor,28,Tier 2,0.0
1372,Male,Hispanic,Bachelor,23,Tier 3,0.0
1373,Female,Hispanic,Master,24,Tier 3,0.0
1374,Male,Black,Bachelor,21,Tier 3,0.0
1375,Male,Hispanic,Bachelor,41,Tier 2,12.0
1376,Female,Black,Bachelor,53,Tier 1,6.0
1377,Female,Hispanic,Bachelor,34,Tier 3,4.0
1378,Male,Black,Master,24,Tier 3,1.0
1379,Other,Black,PhD,55,Tier 3,8.0
1380,Prefer not to say,White,Bachelor,21,Tier 1,2.0
1381,Female,Hispanic,Bachelor,22,Tier 1,0.0
1382,Female,Black,Bachelor,23,Tier 2,0.0
1383,Prefer not to say,Black,Bachelor,43,Tier 3,5.0
1384,Female,White,Bachelor,21,Tier 2,0.0
1385,Other,Asian,Bachelor,23,Tier 3,0.0
1386,Other,Asian,Master,46,Tier 2,8.0
1387,Male,Asian,Bachelor,22,Tier 3,0.0
1388,Female,Prefer not to say,Bachelor,21,Tier 3,0.0
1389,Female,Other,Bachelor,40,Tier 3,9.0
1390,Female,Hispanic,Bachelor,22,Tier 3,0.0
1391,Female,Black,Bachelor,22,Tier 3,1.0
1392,Male,Hispanic,Bachelor,43,Tier 2,9.0
1393,Male,White,PhD,55,Tier 3,9.0
1394,Female,Asian,Bachelor,21,Tier 3,0.0
1395,Prefer not to say,Asian,Bachelor,23,Tier 3,0.0
1396,Female,Asian,Master,35,Tier 3,6.0
1397,Male,Asian,Bachelor,23,Tier 1,1.0
1398,Female,Prefer not to say,Bachelor,21,Tier 3,0.0
1399,Female,Black,Bachelor,53,Tier 2,10.0
1400,Male,White,Bachelor,22,Tier 3,0.0
1401,Male,White,Bachelor,23,Tier 2,0.0
1402,Male,Other,Bachelor,46,Tier 3,12.0
1403,Female,White,Bachelor,22,Tier 3,0.0
1404,Male,Black,Bachelor,55,Tier 3,6.0
1405,Male,White,Bachelor,22,Tier 1,1.0
1406,Male,White,Bachelor,34,Tier 3,3.0
1407,Female,Other,Master,25,Tier 2,3.0
1408,Male,White,Bachelor,48,Tier 2,7.0
1409,Male,Other,Bachelor,23,Tier 3,2.0
1410,Prefer not to say,Prefer not to say,Bachelor,22,Tier 3,2.0
1411,Female,Other,Master,28,Tier 2,1.0
1412,Female,Black,Bachelor,21,Tier 2,2.0
1413,Male,Other,Bachelor,49,Tier 3,6.0
1414,Male,White,Bachelor,25,Tier 3,2.0
1415,Male,Hispanic,Bachelor,53,Tier 3,12.0
1416,Female,Hispanic,Bachelor,45,Tier 3,8.0
1417,Female,White,Bachelor,21,Tier 1,0.0
1418,Male,Hispanic,Master,28,Tier 2,3.0
1419,Male,Asian,Bachelor,21,Tier 3,0.0
1420,Male,Black,Bachelor,21,Tier 3,2.0
1421,Male,Asian,Bachelor,44,Tier 3,6.0
1422,Male,Black,Bachelor,25,Tier 2,0.0
1423,Female,Hispanic,Master,38,Tier 2,5.0
1424,Prefer not to say,Other,Bachelor,22,Tier 2,0.0
1425,Female,Prefer not to say,Master,28,Tier 3,2.0
1426,Female,Prefer not to say,Bachelor,22,Tier 3,0.0
1427,Male,Hispanic,Master,25,Tier 2,4.0
1428,Female,Asian,Master,26,Tier 3,4.0
1429,Other,Asian,Master,50,Tier 3,11.0
1430,Female,Black,Bachelor,21,Tier 2,0.0
1431,Female,Asian,Bachelor,23,Tier 3,0.0
1432,Female,White,Bachelor,23,Tier 2,0.0
1433,Female,Other,Master,28,Tier 3,1.0
1434,Male,White,Bachelor,23,Tier 3,0.0
1435,Female,Hispanic,Bachelor,40,Tier 3,11.0
1436,Male,White,PhD,43,Tier 2,8.0
1437,Prefer not to say,Black,Bachelor,22,Tier 3,0.0
1438,Other,Asian,Bachelor,23,Tier 3,0.0
1439,Male,White,Bachelor,22,Tier 3,0.0
1440,Male,Black,Master,26,Tier 3,3.0
1441,Male,Black,Bachelor,52,Tier 2,12.0
1442,Male,Black,Master,27,Tier 3,1.0
1443,Female,Prefer not to say,Master,28,Tier 3,4.0
1444,Female,Asian,Bachelor,21,Tier 3,0.0
1445,Female,Black,Master,36,Tier 2,5.0
1446,Female,Other,PhD,46,Tier 3,5.0
1447,Female,Hispanic,Bachelor,21,Tier 3,0.0
1448,Prefer not to say,White,Master,49,Tier 3,11.0
1449,Male,White,Bachelor,23,Tier 3,0.0
1450,Female,White,Bachelor,21,Tier 3,0.0
1451,Female,Hispanic,Master,27,Tier 2,3.0
1452,Other,White,Bachelor,21,Tier 3,0.0
1453,Male,Hispanic,Bachelor,21,Tier 2,1.0
1454,Female,Black,Bachelor,23,Tier 3,0.0
1455,Male,White,Bachelor,22,Tier 3,0.0
1456,Female,Prefer not to say,Bachelor,22,Tier 3,0.0
1457,Female,White,Bachelor,40,Tier 2,6.0
1458,Female,Other,Bachelor,47,Tier 3,10.0
1459,Female,Black,Master,28,Tier 2,3.0
1460,Male,Hispanic,Master,43,Tier 3,8.0
1461,Other,White,Bachelor,23,Tier 2,1.0
1462,Female,Hispanic,Bachelor,22,Tier 2,0.0
1463,Other,Hispanic,Bachelor,51,Tier 3,7.0
1464,Prefer not to say,Black,Bachelor,23,Tier 2,0.0
1465,Male,Black,Master,24,Tier 3,0.0
1466,Female,White,Bachelor,22,Tier 3,0.0
1467,Female,Asian,Master,27,Tier 3,4.0
1468,Male,Hispanic,Bachelor,22,Tier 3,0.0
1469,Male,Black,Master,25,Tier 3,1.0
1470,Prefer not to say,Asian,Bachelor,22,Tier 1,0.0
1471,Other,Black,Bachelor,23,Tier 3,0.0
1472,Male,Black,Bachelor,36,Tier 3,7.0
1473,Prefer not to say,White,Bachelor,23,Tier 3,2.0
1474,Other,Hispanic,Bachelor,29,Tier 1,5.0
1475,Female,White,Bachelor,21,Tier 2,0.0
1476,Female,Black,Master,48,Tier 1,9.0
1477,Male,Hispanic,Bachelor,34,Tier 2,7.0
1478,Female,Asian,Bachelor,27,Tier 2,5.0
1479,Male,Black,Bachelor,22,Tier 3,2.0
1480,Male,Black,Bachelor,32,Tier 3,5.0
1481,Male,Asian,Bachelor,23,Tier 2,0.0
1482,Female,Black,Master,33,Tier 2,7.0
1483,Female,Hispanic,Bachelor,21,Tier 1,0.0
1484,Female,Prefer not to say,Bachelor,30,Tier 2,4.0
1485,Male,White,Bachelor,30,Tier 3,5.0
1486,Male,Black,Bachelor,24,Tier 3,0.0
1487,Female,Black,Bachelor,23,Tier 3,1.0
1488,Female,Black,Bachelor,21,Tier 3,2.0
1489,Male,Prefer not to say,Master,24,Tier 2,0.0
1490,Other,Other,Master,28,Tier 1,4.0
1491,Male,Black,Bachelor,21,Tier 3,0.0
1492,Female,Hispanic,Bachelor,21,Tier 2,0.0
1493,Male,Other,Bachelor,21,Tier 1,0.0
1494,Female,Prefer not to say,Bachelor,21,Tier 2,2.0
1495,Female,Hispanic,Bachelor,21,Tier 3,1.0
1496,Male,Black,Master,29,Tier 3,5.0
1497,Female,Hispanic,Master,24,Tier 3,0.0
1498,Other,White,Master,23,Tier 3,1.0
1499,Prefer not to say,Asian,Bachelor,44,Tier 3,11.0
1500,Female,Black,Master,25,Tier 2,2.0
1501,Female,Hispanic,Bachelor,22,Tier 3,2.0
1502,Female,Asian,Bachelor,31,Tier 2,8.0
1503,Female,Other,Master,38,Tier 3,3.0
1504,Other,Other,Bachelor,22,Tier 1,0.0
1505,Prefer not to say,Hispanic,Bachelor,29,Tier 2,3.0
1506,Female,Hispanic,Bachelor,41,Tier 3,6.0
1507,Female,White,Bachelor,41,Tier 3,5.0
1508,Other,Prefer not to say,Bachelor,23,Tier 3,0.0
1509,Female,Hispanic,Master,55,Tier 1,6.0
1510,Male,White,Bachelor,23,Tier 3,0.0
1511,Female,White,Bachelor,23,Tier 3,0.0
1512,Other,White,Bachelor,21,Tier 3,0.0
1513,Male,Hispanic,Bachelor,23,Tier 2,0.0
1514,Female,Hispanic,Bachelor,22,Tier 3,0.0
1515,Prefer not to say,Prefer not to say,PhD,38,Tier 3,4.0
1516,Male,Prefer not to say,PhD,37,Tier 2,6.0
1517,Prefer not to say,Other,Bachelor,22,Tier 3,1.0
1518,Female,Black,Bachelor,50,Tier 3,10.0
1519,Male,Asian,Master,27,Tier 3,2.0
1520,Other,Hispanic,Bachelor,35,Tier 3,8.0
1521,Male,Prefer not to say,Bachelor,22,Tier 3,0.0
1522,Female,Hispanic,Bachelor,22,Tier 3,0.0
1523,Female,Black,Master,24,Tier 3,0.0
1524,Female,White,Bachelor,22,Tier 3,0.0
1525,Female,Hispanic,Bachelor,21,Tier 1,0.0
1526,Female,Black,Bachelor,21,Tier 2,0.0
1527,Male,Black,Master,31,Tier 2,6.0
1528,Male,Hispanic,Bachelor,23,Tier 3,0.0
1529,Male,Black,Bachelor,23,Tier 3,1.0
1530,Male,Asian,Bachelor,22,Tier 2,0.0
1531,Male,Hispanic,Master,51,Tier 3,12.0
1532,Male,Hispanic,Bachelor,43,Tier 3,5.0
1533,Male,Prefer not to say,Bachelor,23,Tier 2,0.0
1534,Male,Black,PhD,24,Tier 3,1.0
1535,Female,Other,Master,25,Tier 2,3.0
1536,Male,Other,Bachelor,21,Tier 3,0.0
1537,Male,Hispanic,Bachelor,30,Tier 3,0.0
1538,Female,Other,Bachelor,41,Tier 3,5.0
1539,Female,Asian,Bachelor,23,Tier 3,0.0
1540,Female,White,Bachelor,22,Tier 3,0.0
1541,Female,Black,Bachelor,21,Tier 2,0.0
1542,Prefer not to say,Hispanic,Bachelor,52,Tier 1,11.0
1543,Male,Black,Bachelor,38,Tier 3,7.0
1544,Male,Black,Bachelor,22,Tier 2,0.0
1545,Female,White,Master,35,Tier 3,7.0
1546,Female,Other,Master,27,Tier 3,4.0
1547,Male,Hispanic,Bachelor,21,Tier 3,0.0
1548,Male,Prefer not to say,Bachelor,23,Tier 3,0.0
1549,Other,Prefer not to say,Bachelor,34,Tier 3,3.0
1550,Prefer not to say,Prefer not to say,Master,52,Tier 2,11.0
1551,Female,Black,Master,34,Tier 2,7.0
1552,Female,Prefer not to say,Bachelor,48,Tier 2,10.0
1553,Male,White,Bachelor,23,Tier 3,1.0
1554,Male,White,Bachelor,21,Tier 3,0.0
1555,Female,Black,PhD,48,Tier 1,9.0
1556,Male,Asian,Bachelor,51,Tier 3,8.0
1557,Female,Asian,Bachelor,26,Tier 2,3.0
1558,Male,Black,Bachelor,21,Tier 1,0.0
1559,Male,Black,Bachelor,23,Tier 3,0.0
1560,Male,White,Bachelor,21,Tier 2,0.0
1561,Other,White,Bachelor,22,Tier 3,0.0
1562,Male,Prefer not to say,Bachelor,21,Tier 2,0.0
1563,Male,White,Bachelor,21,Tier 3,0.0
1564,Female,White,Master,51,Tier 3,9.0
1565,Female,Black,Bachelor,33,Tier 3,7.0
1566,Male,White,Bachelor,42,Tier 2,7.0
1567,Female,Other,Master,42,Tier 3,6.0
1568,Prefer not to say,Hispanic,Bachelor,54,Tier 3,10.0
1569,Other,Hispanic,Bachelor,22,Tier 3,2.0
1570,Prefer not to say,White,Bachelor,23,Tier 3,0.0
1571,Male,Black,PhD,37,Tier 3,5.0
1572,Female,Asian,Bachelor,48,Tier 2,5.0
1573,Female,Hispanic,Bachelor,55,Tier 2,10.0
1574,Male,Hispanic,Bachelor,22,Tier 2,2.0
1575,Male,Hispanic,Master,27,Tier 2,3.0
1576,Male,White,Bachelor,54,Tier 3,9.0
1577,Prefer not to say,White,Bachelor,21,Tier 3,0.0
1578,Male,Black,Bachelor,21,Tier 2,0.0
1579,Prefer not to say,Black,Bachelor,23,Tier 3,0.0
1580,Male,Asian,Bachelor,28,Tier 3,3.0
1581,Male,Prefer not to say,Master,26,Tier 3,1.0
1582,Male,Hispanic,Master,55,Tier 3,6.0
1583,Female,White,Bachelor,31,Tier 2,8.0
1584,Male,Hispanic,Master,22,Tier 2,2.0
1585,Male,Asian,Bachelor,21,Tier 2,0.0
1586,Male,Prefer not to say,Bachelor,23,Tier 3,0.0
1587,Other,Asian,PhD,51,Tier 3,9.0
1588,Female,Black,Bachelor,22,Tier 3,1.0
1589,Female,Black,Master,43,Tier 3,9.0
1590,Male,Prefer not to say,PhD,33,Tier 2,4.0
1591,Female,White,Bachelor,50,Tier 3,6.0
1592,Female,Asian,Bachelor,31,Tier 2,8.0
1593,Female,White,Master,25,Tier 3,3.0
1594,Male,Hispanic,Master,22,Tier 2,0.0
1595,Female,Black,Bachelor,23,Tier 2,0.0
1596,Female,White,Master,34,Tier 1,5.0
1597,Male,Hispanic,Bachelor,21,Tier 3,0.0
1598,Other,Hispanic,Bachelor,54,Tier 2,7.0
1599,Female,Hispanic,Master,25,Tier 3,0.0
1600,Male,Prefer not to say,Bachelor,21,Tier 1,0.0
1601,Prefer not to say,Hispanic,Bachelor,21,Tier 3,0.0
1602,Female,Hispanic,Bachelor,45,Tier 2,11.0
1603,Female,Asian,Bachelor,23,Tier 3,0.0
1604,Female,Hispanic,Bachelor,40,Tier 2,9.0
1605,Prefer not to say,Hispanic,Master,26,Tier 3,4.0
1606,Female,Other,Bachelor,21,Tier 3,0.0
1607,Male,Black,Bachelor,38,Tier 3,8.0
1608,Female,Black,PhD,42,Tier 2,12.0
1609,Male,Hispanic,Bachelor,44,Tier 2,10.0
1610,Male,Black,Bachelor,21,Tier 3,0.0
1611,Female,Black,Bachelor,21,Tier 2,0.0
1612,Female,Asian,Bachelor,21,Tier 2,0.0
1613,Male,Other,Master,25,Tier 2,2.0
1614,Female,Black,Master,39,Tier 3,8.0
1615,Male,Other,Bachelor,23,Tier 3,2.0
1616,Male,Black,Bachelor,22,Tier 3,0.0
1617,Prefer not to say,Prefer not to say,Master,27,Tier 3,4.0
1618,Female,Black,Master,26,Tier 3,2.0
1619,Male,Asian,Bachelor,22,Tier 3,0.0
1620,Female,White,Master,32,Tier 2,6.0
1621,Male,White,PhD,50,Tier 3,8.0
1622,Male,Hispanic,Bachelor,22,Tier 3,0.0
1623,Male,White,Master,28,Tier 2,5.0
1624,Female,Prefer not to say,Bachelor,21,Tier 3,0.0
1625,Male,White,Bachelor,22,Tier 3,0.0
1626,Male,Prefer not to say,Bachelor,21,Tier 2,1.0
1627,Male,Asian,Bachelor,33,Tier 2,4.0
1628,Female,White,Bachelor,44,Tier 3,6.0
1629,Prefer not to say,Hispanic,Bachelor,34,Tier 3,7.0
1630,Female,Asian,Master,51,Tier 2,8.0
1631,Female,Asian,Bachelor,22,Tier 3,0.0
1632,Female,Asian,Bachelor,42,Tier 3,8.0
1633,Other,Other,Bachelor,22,Tier 3,0.0
1634,Male,Other,Master,25,Tier 3,5.0
1635,Female,Hispanic,Master,47,Tier 3,9.0
1636,Female,White,Bachelor,22,Tier 3,0.0
1637,Female,White,Bachelor,21,Tier 3,0.0
1638,Male,Black,Master,46,Tier 2,9.0
1639,Female,White,Bachelor,23,Tier 2,0.0
1640,Female,White,Master,26,Tier 1,5.0
1641,Female,Asian,Bachelor,22,Tier 3,0.0
1642,Prefer not to say,Other,Bachelor,21,Tier 3,0.0
1643,Female,Asian,Bachelor,21,Tier 2,0.0
1644,Female,White,Bachelor,21,Tier 2,0.0
1645,Prefer not to say,White,Bachelor,23,Tier 3,0.0
1646,Female,Black,Bachelor,21,Tier 3,0.0
1647,Male,White,PhD,26,Tier 3,1.0
1648,Female,Prefer not to say,Bachelor,21,Tier 1,0.0
1649,Female,Black,Master,42,Tier 3,5.0
1650,Male,White,Bachelor,23,Tier 1,0.0
1651,Prefer not to say,Black,Bachelor,21,Tier 1,1.0
1652,Prefer not to say,Hispanic,Bachelor,30,Tier 2,2.0
1653,Female,Prefer not to say,Master,42,Tier 2,6.0
1654,Female,Hispanic,PhD,46,Tier 2,8.0
1655,Male,Hispanic,Bachelor,22,Tier 3,0.0
1656,Male,Asian,Bachelor,22,Tier 2,0.0
1657,Male,White,Bachelor,32,Tier 3,7.0
1658,Female,Other,Bachelor,33,Tier 2,6.0
1659,Female,Hispanic,Bachelor,23,Tier 3,0.0
1660,Female,Hispanic,Master,21,Tier 3,0.0
1661,Male,White,Bachelor,21,Tier 2,0.0
1662,Male,Other,Bachelor,21,Tier 2,0.0
1663,Female,White,Bachelor,34,Tier 3,7.0
1664,Male,Other,PhD,38,Tier 3,6.0
1665,Prefer not to say,White,Bachelor,21,Tier 3,0.0
1666,Male,White,Bachelor,22,Tier 1,1.0
1667,Male,Black,Bachelor,32,Tier 3,7.0
1668,Female,Other,Bachelor,40,Tier 2,8.0
1669,Male,White,Bachelor,28,Tier 1,0.0
1670,Other,Other,Bachelor,21,Tier 3,0.0
1671,Male,Asian,Bachelor,26,Tier 1,4.0
1672,Other,Prefer not to say,Bachelor,40,Tier 3,12.0
1673,Male,Hispanic,Bachelor,52,Tier 2,7.0
1674,Male,Other,Master,27,Tier 3,4.0
1675,Male,Asian,Bachelor,22,Tier 1,0.0
1676,Prefer not to say,Other,Bachelor,23,Tier 3,0.0
1677,Male,Prefer not to say,Master,29,Tier 3,1.0
1678,Male,Hispanic,Bachelor,23,Tier 2,0.0
1679,Female,Black,Bachelor,43,Tier 2,8.0
1680,Male,Asian,Master,33,Tier 2,5.0
1681,Male,Black,Master,29,Tier 2,1.0
1682,Female,Other,Master,28,Tier 3,3.0
1683,Other,White,Bachelor,23,Tier 3,0.0
1684,Female,Asian,Bachelor,24,Tier 3,0.0
1685,Female,Black,Bachelor,49,Tier 3,8.0
1686,Female,Other,Bachelor,22,Tier 3,0.0
1687,Female,Prefer not to say,Bachelor,23,Tier 3,0.0
1688,Female,Hispanic,Bachelor,37,Tier 1,6.0
1689,Male,Hispanic,Bachelor,22,Tier 3,0.0
1690,Prefer not to say,White,Master,35,Tier 3,5.0
1691,Male,Hispanic,Bachelor,21,Tier 2,1.0
1692,Male,Asian,Bachelor,26,Tier 3,2.0
1693,Male,Asian,Bachelor,22,Tier 2,0.0
1694,Female,White,Bachelor,22,Tier 3,0.0
1695,Female,Black,PhD,28,Tier 2,1.0
1696,Female,Asian,Bachelor,32,Tier 2,6.0
1697,Male,Hispanic,Bachelor,54,Tier 3,6.0
1698,Male,Hispanic,Bachelor,22,Tier 3,0.0
1699,Male,White,Bachelor,51,Tier 2,5.0
1700,Male,Hispanic,Bachelor,45,Tier 3,7.0
1701,Male,White,Bachelor,46,Tier 3,10.0
1702,Male,White,Master,32,Tier 3,5.0
1703,Prefer not to say,White,Master,24,Tier 3,1.0
1704,Other,Prefer not to say,Bachelor,21,Tier 2,0.0
1705,Female,Hispanic,Master,54,Tier 3,5.0
1706,Prefer not to say,Asian,PhD,37,Tier 3,8.0
1707,Prefer not to say,Black,Bachelor,26,Tier 3,3.0
1708,Female,Hispanic,Bachelor,30,Tier 2,1.0
1709,Female,Asian,PhD,29,Tier 2,2.0
1710,Other,White,Master,24,Tier 3,0.0
1711,Female,Asian,PhD,29,Tier 2,2.0
1712,Male,Hispanic,Bachelor,21,Tier 3,0.0
1713,Prefer not to say,White,Master,33,Tier 3,8.0
1714,Female,Other,Bachelor,22,Tier 3,0.0
1715,Male,White,Bachelor,21,Tier 3,0.0
1716,Female,Black,Bachelor,24,Tier 2,0.0
1717,Male,Asian,Bachelor,24,Tier 3,0.0
1718,Male,Hispanic,Bachelor,41,Tier 2,11.0
1719,Other,Asian,Bachelor,50,Tier 2,10.0
1720,Prefer not to say,Prefer not to say,Bachelor,22,Tier 3,1.0
